name,kind,folder,graphics,form_index,syntax,name_value
bubblecloud,function,graphics,yes,7,b = bubblecloud(___),no
bubblelegend,function,scribe,yes,0,bubblelegend,no
bubblelegend,function,scribe,yes,1,bubblelegend(titletext),no
bubblelegend,function,scribe,yes,2,"bubblelegend(___,Name,Value)",yes
bubblelegend,function,scribe,yes,3,"bubblelegend(ax,___)",no
bubblelegend,function,scribe,yes,4,blgd = bubblelegend(___),no
bubblelim,function,graphics,yes,0,bubblelim(limits),no
bubblelim,function,graphics,yes,1,lim = bubblelim,no
bubblelim,function,graphics,yes,2,bubblelim(modevalue),no
bubblelim,function,graphics,yes,3,mv = bubblelim('mode'),no
bubblelim,function,graphics,yes,4,"___ = bubblelim(ax,___)",no
bubblesize,function,graphics,yes,0,bubblesize(sizerange),no
bubblesize,function,graphics,yes,1,"bubblesize(ax,sizerange)",no
bubblesize,function,graphics,yes,2,sz = bubblesize,no
bubblesize,function,graphics,yes,3,sz = bubblesize(ax),no
builddocsearchdb,function,helptools,no,0,builddocsearchdb(folder),no
builtin,builtin,lang,no,0,"builtin(function,x1,...,xn)",no
builtin,builtin,lang,no,1,"[y1,...,yn] = builtin(function,x1,...,xn)",no
bvp4c,function,funfun,no,0,"sol = bvp4c(odefun,bcfun,solinit)",no
bvp4c,function,funfun,no,1,"sol = bvp4c(odefun,bcfun,solinit,options)",no
bvp5c,function,funfun,no,0,"sol = bvp5c(odefun,bcfun,solinit)",no
bvp5c,function,funfun,no,1,"sol = bvp5c(odefun,bcfun,solinit,options)",no
bvpget,function,funfun,no,0,"val = bvpget(options,'name')",no
bvpget,function,funfun,no,1,"val = bvpget(options,'name',default)",no
bvpinit,function,funfun,no,0,"solinit = bvpinit(x,yinit)",no
bvpinit,function,funfun,no,1,"solinit = bvpinit(sol,[anew bnew])",no
bvpinit,function,funfun,no,2,"solinit = bvpinit(___,parameters)",no
bvpset,function,funfun,no,0,"options = bvpset('name1',value1,'name2',value2,...)",no
bvpset,function,funfun,no,1,"options = bvpset(oldopts,'name1',value1,...)",no
bvpset,function,funfun,no,2,"options = bvpset(oldopts,newopts)",no
bvpset,function,funfun,no,3,bvpset,no
bvpxtend,function,funfun,no,0,"solinit = bvpxtend(sol,xnew,ynew)",no
bvpxtend,function,funfun,no,1,"solinit = bvpxtend(sol,xnew,extrap)",no
bvpxtend,function,funfun,no,2,"solinit = bvpxtend(sol,xnew)",no
bvpxtend,function,funfun,no,3,"solinit = bvpxtend(sol,xnew,ynew,pnew)",no
bvpxtend,function,funfun,no,4,"solinit = bvpxtend(sol,xnew,extrap,pnew)",no
calendar,function,timefun,no,0,c = calendar,no
calendar,function,timefun,no,1,c = calendar(d),no
calendar,function,timefun,no,2,"c = calendar(y, m)",no
callSoapService,function,iofun,no,0,"response = callSoapService(endpoint,soapAction,message)",no
calllib,builtin,general,no,0,"[x1,...,xN] = calllib(libname,funcname,arg1,...,argN)",no
camdolly,function,graph3d,yes,0,"camdolly(dx,dy,dz)",no
camdolly,function,graph3d,yes,1,"camdolly(dx,dy,dz,'targetmode')",no
camdolly,function,graph3d,yes,2,"camdolly(dx,dy,dz,targetmode,coordsys)",no
camdolly,function,graph3d,yes,3,"camdolly(ax,...)",no
cameratoolbar,function,graph3d,yes,0,cameratoolbar,no
cameratoolbar,function,graph3d,yes,1,cameratoolbar('NoReset'),no
cameratoolbar,function,graph3d,yes,2,"cameratoolbar('SetMode',mode)",no
cameratoolbar,function,graph3d,yes,3,"cameratoolbar('SetCoordSys',coordsys)",no
cameratoolbar,function,graph3d,yes,4,cameratoolbar('Show'),no
cameratoolbar,function,graph3d,yes,5,cameratoolbar('Hide'),no
cameratoolbar,function,graph3d,yes,6,cameratoolbar('Toggle'),no
cameratoolbar,function,graph3d,yes,7,cameratoolbar('ResetCameraAndSceneLight'),no
cameratoolbar,function,graph3d,yes,8,cameratoolbar('ResetCamera'),no
cameratoolbar,function,graph3d,yes,9,cameratoolbar('ResetSceneLight'),no
cameratoolbar,function,graph3d,yes,10,cameratoolbar('ResetTarget'),no
cameratoolbar,function,graph3d,yes,11,h = cameratoolbar(...),no
cameratoolbar,function,graph3d,yes,12,mode = cameratoolbar('GetMode'),no
cameratoolbar,function,graph3d,yes,13,paxis = cameratoolbar('GetCoordsys'),no
camlight,function,graph3d,yes,0,camlight('headlight'),no
camlight,function,graph3d,yes,1,camlight('right'),no
camlight,function,graph3d,yes,2,camlight('left'),no
camlight,function,graph3d,yes,3,camlight,no
camlight,function,graph3d,yes,4,"camlight(az,el)",no
camlight,function,graph3d,yes,5,"camlight(...,'style')",no
camlight,function,graph3d,yes,6,"camlight(lgt,...)",no
camlight,function,graph3d,yes,7,"camlight(ax,...)",no
camlight,function,graph3d,yes,8,lgt = camlight(...),no
camlookat,function,graph3d,yes,0,camlookat(object_handles),no
camlookat,function,graph3d,yes,1,camlookat(axes_handle),no
camlookat,function,graph3d,yes,2,camlookat,no
camorbit,function,graph3d,yes,0,"camorbit(dtheta,dphi)",no
camorbit,function,graph3d,yes,1,"camorbit(dtheta,dphi,'coordsys')",no
camorbit,function,graph3d,yes,2,"camorbit(dtheta,dphi,'coordsys','direction')",no
camorbit,function,graph3d,yes,3,"camorbit(axes_handle,...)",no
campan,function,graph3d,yes,0,"campan(dtheta,dphi)",no
campan,function,graph3d,yes,1,"campan(dtheta,dphi,coordsys)",no
campan,function,graph3d,yes,2,"campan(dtheta,dphi,coordsys,direction)",no
campan,function,graph3d,yes,3,"campan(ax,...)",no
campos,function,graph3d,yes,0,campos,no
campos,function,graph3d,yes,1,campos([camera_position]),no
campos,function,graph3d,yes,2,campos('mode'),no
campos,function,graph3d,yes,3,campos('auto'),no
campos,function,graph3d,yes,4,campos('manual'),no
campos,function,graph3d,yes,5,"campos(ax,...)",no
camproj,function,graph3d,yes,0,camproj,no
camproj,function,graph3d,yes,1,camproj('projection_type'),no
camproj,function,graph3d,yes,2,"camproj(axes_handle,...)",no
camroll,function,graph3d,yes,0,camroll(dtheta),no
camroll,function,graph3d,yes,1,"camroll(ax,dtheta)",no
camtarget,function,graph3d,yes,0,camtarget,no
camtarget,function,graph3d,yes,1,camtarget([camera_target]),no
camtarget,function,graph3d,yes,2,camtarget('mode'),no
camtarget,function,graph3d,yes,3,camtarget('auto'),no
camtarget,function,graph3d,yes,4,camtarget('manual'),no
camtarget,function,graph3d,yes,5,"camtarget(axes_handle,...)",no
camup,function,graph3d,yes,0,camup,no
camup,function,graph3d,yes,1,camup([up_vector]),no
camup,function,graph3d,yes,2,camup('mode'),no
camup,function,graph3d,yes,3,camup('auto'),no
camup,function,graph3d,yes,4,camup('manual'),no
camup,function,graph3d,yes,5,"camup(axes_handle,...)",no
camva,function,graph3d,yes,0,camva,no
camva,function,graph3d,yes,1,camva(view_angle),no
camva,function,graph3d,yes,2,camva('mode'),no
camva,function,graph3d,yes,3,camva('auto'),no
camva,function,graph3d,yes,4,camva('manual'),no
camva,function,graph3d,yes,5,"camva(axes_handle,...)",no
camzoom,function,graph3d,yes,0,camzoom(zoom_factor),no
camzoom,function,graph3d,yes,1,"camzoom(axes_handle,...)",no
canUseGPU,function,parallel,no,0,tf = canUseGPU(),no
canUseParallelPool,function,parallel,no,0,tf = canUseParallelPool(),no
cart2pol,function,specfun,no,0,"[theta,rho] = cart2pol(x,y)",no
cart2pol,function,specfun,no,1,"[theta,rho,z] = cart2pol(x,y,z)",no
cart2sph,function,specfun,no,0,"[azimuth,elevation,r] = cart2sph(x,y,z)",no
case,keyword,lang,no,0,"switch switch_expression, case case_expression, end",no
caseInsensitivePattern,builtin,pattern,no,0,newpat = caseInsensitivePattern(pat),no
caseSensitivePattern,builtin,pattern,no,0,newpat = caseSensitivePattern(pat),no
cast,builtin,datatypes,no,0,"B = cast(A,newclass)",no
cast,builtin,datatypes,no,1,"B = cast(A,'like',p)",no
catch,keyword,lang,no,0,"try statements, catch statements end",no
caxis,function,graph3d,yes,0,caxis(limits),no
caxis,function,graph3d,yes,1,caxis('auto'),no
caxis,function,graph3d,yes,2,caxis('manual'),no
caxis,function,graph3d,yes,3,"caxis(target,___)",no
caxis,function,graph3d,yes,4,cl = caxis,no
cd,builtin,general,no,0,cd,no
cd,builtin,general,no,1,cd newFolder,no
cd,builtin,general,no,2,oldFolder = cd(newFolder),no
cdf2rdf,function,matfun,no,0,"[Vnew,Dnew] = cdf2rdf(V,D)",no
cdfepoch,function,@cdfepoch,no,0,E = cdfepoch(date),no
cdfinfo,function,imagesci,no,0,info = cdfinfo(filename),no
cdflib,function,,no,0,,no
cdflib.SetVarReservePercent,function,,no,0,"cdflib.setVarReservePercent(cdfId,varNum,percent)",no
cdflib.close,function,+cdflib,no,0,cdflib.close(cdfId),no
cdflib.closeVar,function,+cdflib,no,0,"cdflib.closeVar(cdfId,varNum)",no
cdflib.computeEpoch,function,+cdflib,no,0,epoch = cdflib.computeEpoch(timeval),no
cdflib.computeEpoch16,function,+cdflib,no,0,epoch16 = cdflib.computeEpoch16(timeval),no
cdflib.create,function,+cdflib,no,0,cdfId = cdflib.create(filename),no
cdflib.createAttr,function,+cdflib,no,0,"attrnum = cdflib.createAttr(cdfId,attrName,scope)",no
cdflib.createVar,function,+cdflib,no,0,"varnum = cdflib.createVar(cdfId, varname, datatype, numElements, dims, recVariance, dimVariance)",no
cdflib.delete,function,+cdflib,no,0,cdflib.delete(cdfId),no
cdflib.deleteAttr,function,+cdflib,no,0,"cdflib.deleteAttr(cdfId,attrNum)",no
cdflib.deleteAttrEntry,function,+cdflib,no,0,"cdflib.deleteAttrEntry(cdfId,attrNum,entryNum)",no
cdflib.deleteAttrgEntry,function,+cdflib,no,0,"cdflib.deleteAttrgEntry(cdfId,attrNum,entryNum)",no
cdflib.deleteVar,function,+cdflib,no,0,"cdflib.deleteVar(cdfId,varNum)",no
cdflib.deleteVarRecords,function,+cdflib,no,0,"cdflib.deleteVarRecords(cdfId,varNum,startRec,endRec)",no
cdflib.epoch16Breakdown,function,+cdflib,no,0,timeVec = cdflib.epoch16Breakdown(epoch16Time),no
cdflib.epochBreakdown,function,+cdflib,no,0,timeVec = cdflib.epochBreakdown(epochTime),no
cdflib.getAttrEntry,function,+cdflib,no,0,"value = cdflib.getAttrEntry(cdfId,attrNum,entryNum)",no
cdflib.getAttrMaxEntry,function,+cdflib,no,0,"maxEntry = cdflib.getAttrMaxEntry(cdfId,attrNum)",no
cdflib.getAttrMaxgEntry,function,+cdflib,no,0,"maxEntry = cdflib.getAttrMaxgEntry(cdfId,attrNum)",no
cdflib.getAttrName,function,+cdflib,no,0,"name = cdflib.getAttrName(cdfId,attrNum)",no
cdflib.getAttrNum,function,+cdflib,no,0,"attrNum = cdflib.getAttrNum(cdfId,attrName)",no
cdflib.getAttrScope,function,+cdflib,no,0,"scope = cdflib.getAttrScope(cdfId,attrNum)",no
cdflib.getAttrgEntry,function,+cdflib,no,0,"value = cdflib.getAttrgEntry(cdfId,attrNum,entryNum)",no
cdflib.getCacheSize,function,+cdflib,no,0,numBuffers = cdflib.getCacheSize(cdfId),no
cdflib.getChecksum,function,+cdflib,no,0,mode = cdflib.getChecksum(cdfId),no
cdflib.getCompression,function,+cdflib,no,0,"[ctype,cparms,cpercentage] = cdflib.getCompression(cdfId)",no
cdflib.getCompressionCacheSize,function,+cdflib,no,0,numBuffers = cdflib.getCompressionCacheSize(cdfId),no
cdflib.getConstantNames,function,+cdflib,no,0,names = cdflib.getConstantNames(),no
cdflib.getConstantValue,function,+cdflib,no,0,value = cdflib.getConstantValue(constantName),no
cdflib.getCopyright,function,+cdflib,no,0,copyright = cdflib.getCopyright(cdfId),no
cdflib.getFileBackward,function,+cdflib,no,0,mode = cdflib.getFileBackward(),no
cdflib.getFormat,function,+cdflib,no,0,format = cdflib.setFormat(cdfId),no
cdflib.getLibraryCopyright,function,+cdflib,no,0,copyright = cdflib.getLibraryCopyright(),no
cdflib.getLibraryVersion,function,+cdflib,no,0,"[version,release,increment] = cdflib.getLibraryVersion()",no
cdflib.getMajority,function,+cdflib,no,0,majority = cdflib.getMajority(cdfId),no
cdflib.getName,function,+cdflib,no,0,name = cdflib.getName(cdfId),no
cdflib.getNumAttrEntries,function,+cdflib,no,0,"nentries = cdflib.getNumAttrEntries(cdfId,attrNum)",no
cdflib.getNumAttrgEntries,function,+cdflib,no,0,"nentries = cdflib.getNumAttrgEntries(cdfId,attrNum)",no
cdflib.getNumAttributes,function,+cdflib,no,0,numAtts = cdflib.getNumAttributes(cdfId),no
cdflib.getNumgAttributes,function,+cdflib,no,0,ngatts = cdflib.getNumgAttributes(cdfId),no
cdflib.getReadOnlyMode,function,+cdflib,no,0,mode = cdflib.getReadOnlyMode(cdfId),no
cdflib.getStageCacheSize,function,+cdflib,no,0,numBuffers = cdflib.getStageCacheSize(cdfId),no
cdflib.getValidate,function,+cdflib,no,0,mode = cdflib.getValidate(),no
cdflib.getVarAllocRecords,function,+cdflib,no,0,"numrecs = cdflib.getVarAllocRecords(cdfId, varNum)",no
cdflib.getVarBlockingFactor,function,+cdflib,no,0,"blockingFactor = cdflib.getVarBlockingFactor(cdfId,varNum)",no
cdflib.getVarCacheSize,function,+cdflib,no,0,"numBuffers = cdflib.getVarCacheSize(cdfId,varNum)",no
cdflib.getVarCompression,function,+cdflib,no,0,"[ctype,cparams,percent] = cdflib.getVarCompression(cdfId, varNum)",no
cdflib.getVarData,function,+cdflib,no,0,"datum = cdflib.getVarData(cdfId,varNum,recNum,indices)",no
cdflib.getVarData,function,+cdflib,no,1,"datum = cdflib.getVarData(cdfId,varNum,recNum)",no
cdflib.getVarMaxAllocRecNum,function,+cdflib,no,0,"maxrec = cdflib.getVarMaxAllocRecNum(cdfId,varNum)",no
cdflib.getVarMaxWrittenRecNum,function,+cdflib,no,0,"maxrec = cdflib.getVarMaxwrittenRecNum(cdfId,varNum)",no
cdflib.getVarName,function,+cdflib,no,0,"name = cdflib.getVarName(cdfId,varNum)",no
cdflib.getVarNum,function,+cdflib,no,0,"varNum = cdflib.getVarNum(cdfId,varname)",no
cdflib.getVarNumRecsWritten,function,+cdflib,no,0,"numrecs = cdflib.getVarNumRecsWritten(cdfId,varNum)",no
cdflib.getVarPadValue,function,+cdflib,no,0,"padvalue = cdflib.getVarPadValue(cdfId,varNum)",no
cdflib.getVarRecordData,function,+cdflib,no,0,"data = cdflib.getVarRecordData(cdfId,varNum,recNum)",no
cdflib.getVarReservePercent,function,+cdflib,no,0,"percent = cdflib.getVarReservePercent(cdfId,varNum)",no
cdflib.getVarSparseRecords,function,+cdflib,no,0,"stype = cdflib.getVarSparseRecords(cdfId,varNum)",no
cdflib.getVarsMaxWrittenRecNum,function,+cdflib,no,0,maxrec = cdflib.getVarsMaxwrittenRecNum(cdfId),no
cdflib.getVersion,function,+cdflib,no,0,"[version,release,increment] = cdflib.getVersion(cdfId)",no
cdflib.hyperGetVarData,function,+cdflib,no,0,"data = cdflib.hyperGetVarData(cdfId,varNum,recSpec,dimSpec)",no
cdflib.hyperGetVarData,function,+cdflib,no,1,"data = cdflib.hyperGetVarData(cdfId,varNum,recSpec)",no
cdflib.hyperPutVarData,function,+cdflib,no,0,"cdflib.hyperPutVarData(cdfId,varNum,recSpec,dimSpec,data)",no
cdflib.inquire,function,+cdflib,no,0,info = cdflib.inquire(cdfId),no
cdflib.inquireAttr,function,+cdflib,no,0,"info = cdflib.inquireAttr(cdfId,attrNum)",no
cdflib.inquireAttrEntry,function,+cdflib,no,0,"[datatype,numElements] = cdflib.inquireAttrEntry(cdfId,attrNum,entryNum)",no
cdflib.inquireAttrgEntry,function,+cdflib,no,0,"[datatype,numElements] = cdflib.inquireAttrgEntry(cdfId,attrNum,entryNum)",no
cdflib.inquireVar,function,+cdflib,no,0,"info = cdflib.inquireVar(cdfId,varNum)",no
cdflib.open,function,+cdflib,no,0,cdfId = cdflib.open(filename),no
cdflib.putAttrEntry,function,+cdflib,no,0,"cdflib.putAttrEntry(cdfId,attrNum,entryNum,CDFDataType,entryVal)",no
cdflib.putAttrgEntry,function,+cdflib,no,0,"cdflib.putAttrgEntry(cdfId,attrNum,entryNum,cdfDataType,entryVal)",no
cdflib.putVarData,function,+cdflib,no,0,"cdflib.putVarData(cdfId,varNum,recNum,indices,datum)",no
cdflib.putVarRecordData,function,+cdflib,no,0,"cdflib.putVarRecordData(cdfId,varNum,recNum,recordData)",no
cdflib.renameAttr,function,+cdflib,no,0,"cdflib.renameAttr(cdfId,attrNum,newName)",no
cdflib.renameVar,function,+cdflib,no,0,"cdflib.renameVar(cdfId,varNum,newName)",no
cdflib.setCacheSize,function,+cdflib,no,0,"cdflib.setCacheSize(cdfId,numBuffers)",no
cdflib.setChecksum,function,+cdflib,no,0,"cdflib.setChecksum(cdfId,mode)",no
cdflib.setCompression,function,+cdflib,no,0,"cdflib.setCompression(cdfId,ctype,cparms)",no
cdflib.setCompressionCacheSize,function,+cdflib,no,0,"cdflib.setCompressionCacheSize(cdfId,numBuffers)",no
cdflib.setFileBackward,function,+cdflib,no,0,cdflib.setFileBackward(mode),no
cdflib.setFormat,function,+cdflib,no,0,"cdflib.setFormat(cdfId,format)",no
cdflib.setMajority,function,+cdflib,no,0,"cdflib.setMajority(cdfId,majority)",no
cdflib.setReadOnlyMode,function,+cdflib,no,0,"cdflib.setReadOnlyMode(cdfId,mode)",no
cdflib.setStageCacheSize,function,+cdflib,no,0,"cdflib.setStageCacheSize(cdfId,numBuffers)",no
cdflib.setValidate,function,+cdflib,no,0,cdflib.setValidate(mode),no
cdflib.setVarAllocBlockRecords,function,+cdflib,no,0,"cdflib.setVarAllocBlockRecords(cdfId,varNum,firstrec,lastrec)",no
cdflib.setVarBlockingFactor,function,+cdflib,no,0,"cdflib.setVarBlockingFactor(cdfId,varNum,blockingFactor)",no
cdflib.setVarCacheSize,function,+cdflib,no,0,"cdflib.setVarCacheSize(cdfId,varNum,numBuffers)",no
cdflib.setVarCompression,function,+cdflib,no,0,"cdflib.setVarCompression(cdfId,varNum,ctype,cparams)",no
cdflib.setVarInitialRecs,function,+cdflib,no,0,"cdflib.setVarInitialRecs(cdfId,varNum,numrecs)",no
cdflib.setVarPadValue,function,+cdflib,no,0,"cdflib.setVarPadValue(cdfId,varNum,padvalue)",no
cdflib.setVarSparseRecords,function,+cdflib,no,0,"cdflib.getVarSparseRecords(cdfId,varNum,stype)",no
cdflib.setVarsCacheSize,function,+cdflib,no,0,"cdflib.setVarsCacheSize(cdfId,varNum,numBuffers)",no
cdfread,function,imagesci,no,0,data = cdfread(filename),no
cdfread,function,imagesci,no,1,"data = cdfread(filename, param1, val1, param2, val2, ...)",no
cdfread,function,imagesci,no,2,"[data, info] = cdfread(filename, ...)",no
cdfwrite,function,imagesci,no,0,"cdfwrite(filename,variablelist)",no
cdfwrite,function,imagesci,no,1,"cdfwrite(...,'PadValues',padvals)",no
cdfwrite,function,imagesci,no,2,"cdfwrite(...,'GlobalAttributes',gattrib)",no
cdfwrite,function,imagesci,no,3,"cdfwrite(..., 'VariableAttributes', vattrib)",no
cdfwrite,function,imagesci,no,4,"cdfwrite(...,'WriteMode',mode)",no
cdfwrite,function,imagesci,no,5,"cdfwrite(...,'Format',format)",no
ceil,builtin,elfun,no,0,Y = ceil(X),no
ceil,builtin,elfun,no,1,Y = ceil(t),no
ceil,builtin,elfun,no,2,"Y = ceil(t,unit)",no
cell2mat,function,datatypes,no,0,A = cell2mat(C),no
cell2struct,builtin,datatypes,no,0,"structArray = cell2struct(cellArray, fields, dim)",no
cell2table,function,tabular,no,0,T = cell2table(C),no
cell2table,function,tabular,no,1,"T = cell2table(C,Name,Value)",yes
celldisp,function,datatypes,no,0,celldisp(C),no
celldisp,function,datatypes,no,1,"celldisp(C,displayName)",no
cellfun,builtin,datatypes,no,0,"A = cellfun(func,C)",no
cellfun,builtin,datatypes,no,1,"A = cellfun(func,C1,...,Cn)",no
cellfun,builtin,datatypes,no,2,"A = cellfun(___,Name,Value)",yes
cellfun,builtin,datatypes,no,3,"[A1,...,Am] = cellfun(___)",no
cellplot,function,datatypes,no,0,cellplot(c),no
cellplot,function,datatypes,no,1,"cellplot(c, 'legend')",no
cellplot,function,datatypes,no,2,handles = cellplot(c),no
cellstr,function,strfun,no,0,C = cellstr(A),no
cellstr,function,strfun,no,1,"C = cellstr(A, dateFmt)",no
cgs,function,sparfun,no,0,"x = cgs(A,b)",no
cgs,function,sparfun,no,1,"x = cgs(A,b,tol)",no
cgs,function,sparfun,no,2,"x = cgs(A,b,tol,maxit)",no
cgs,function,sparfun,no,3,"x = cgs(A,b,tol,maxit,M)",no
cgs,function,sparfun,no,4,"x = cgs(A,b,tol,maxit,M1,M2)",no
cgs,function,sparfun,no,5,"x = cgs(A,b,tol,maxit,M1,M2,x0)",no
cgs,function,sparfun,no,6,"[x,flag] = cgs(___)",no
cgs,function,sparfun,no,7,"[x,flag,relres] = cgs(___)",no
cgs,function,sparfun,no,8,"[x,flag,relres,iter] = cgs(___)",no
cgs,function,sparfun,no,9,"[x,flag,relres,iter,resvec] = cgs(___)",no
characterListPattern,builtin,pattern,no,0,pat = characterListPattern(characters),no
characterListPattern,builtin,pattern,no,1,"pat = characterListPattern(startCharacter,endCharacter)",no
checkcode,function,codetools,no,0,checkcode(filename),no
checkcode,function,codetools,no,1,"checkcode(filename1,...,filenameN)",no
checkcode,function,codetools,no,2,"checkcode(___,option1,...,optionN)",no
checkcode,function,codetools,no,3,"info = checkcode(___,'-struct')",no
checkcode,function,codetools,no,4,"msg = checkcode(___,'-string')",no
checkcode,function,codetools,no,5,"[___, filepaths] = checkcode(___)",no
checkin,function,,no,0,"checkin('filename','comments','comment_text')",no
checkin,function,,no,1,"checkin({'filename1','filename2'},'comments','comment_text')",no
checkin,function,,no,2,"checkin('filename','comments', 'comment_text','option','value')",no
checkout,function,,no,0,checkout('filename'),no
checkout,function,,no,1,"checkout({'filename1','filename2', ...})",no
checkout,function,,no,2,"checkout('filename','option','value',...)",no
chol,builtin,matfun,no,0,R = chol(A),no
chol,builtin,matfun,no,1,"R = chol(A,triangle)",no
chol,builtin,matfun,no,2,"[R,flag] = chol(___)",no
