name,kind,form_index,syntax,verdict,detail
reducepatch,function,8,"[nf,nv] = reducepatch(...)",unprobed,no sample for this form's arguments
reducevolume,function,0,"[nx,ny,nz,nv] = reducevolume(X,Y,Z,V,[Rx,Ry,Rz])",accepted,
reducevolume,function,1,"[nx,ny,nz,nv] = reducevolume(V,[Rx,Ry,Rz])",accepted,
reducevolume,function,2,nv = reducevolume(...),unprobed,no sample for this form's arguments
refresh,function,0,refresh,accepted,
refresh,function,1,refresh(h),unprobed,no sample for this form's arguments
refreshdata,function,0,refreshdata,accepted,
refreshdata,function,1,refreshdata(target),accepted,
refreshdata,function,2,"refreshdata(target,workspace)",accepted,
regexp,builtin,0,"startIndex = regexp(str,expression)",accepted,
regexp,builtin,1,"[startIndex,endIndex] = regexp(str,expression)",accepted,
regexp,builtin,2,"out = regexp(str,expression,outkey)",accepted,
regexp,builtin,3,"[out1,...,outN] = regexp(str,expression,outkey1,...,outkeyN)",unprobed,no sample for this form's arguments
regexp,builtin,4,"___ = regexp(___,option1,...,optionM)",unprobed,no sample for this form's arguments
regexp,builtin,5,"___ = regexp(___,'forceCellOutput')",refused,"regexp: unknown option 'forceCellOutput' (options: 'once', 'matchcase', 'ignorecase', 'preservecase', 'noemptymatch', 'emptymatch', 'dotall', 'dotexceptnewline', 'stringanchors', 'lineanchors', 'literalspacing', 'freespacing', 'start', 'end', 'tokenExtents', 'match', 'tokens', 'names', 'split')."
regexpi,builtin,0,"startIndex = regexpi(str,expression)",accepted,
regexpi,builtin,1,"[startIndex,endIndex] = regexpi(str,expression)",accepted,
regexpi,builtin,2,"out = regexpi(str,expression,outkey)",accepted,
regexpi,builtin,3,"[out1,...,outN] = regexpi(str,expression,outkey1,...,outkeyN)",unprobed,no sample for this form's arguments
regexpi,builtin,4,"___ = regexpi(___,option1,...,optionM)",unprobed,no sample for this form's arguments
regexpi,builtin,5,"___ = regexpi(___,'forceCellOutput')",refused,"regexpi: unknown option 'forceCellOutput' (options: 'once', 'matchcase', 'ignorecase', 'preservecase', 'noemptymatch', 'emptymatch', 'dotall', 'dotexceptnewline', 'stringanchors', 'lineanchors', 'literalspacing', 'freespacing', 'start', 'end', 'tokenExtents', 'match', 'tokens', 'names', 'split')."
regexprep,builtin,0,"newStr = regexprep(str,expression,replace)",accepted,
regexprep,builtin,1,"newStr = regexprep(str,expression,replace,option1,...optionM)",unprobed,no sample for this form's arguments
regexptranslate,builtin,0,"newStr = regexptranslate(op,str)",accepted,
rehash,builtin,0,rehash,accepted,
rehash,builtin,1,rehash path,accepted,
rehash,builtin,2,rehash toolbox,accepted,
rehash,builtin,3,rehash toolboxcache,accepted,
rem,builtin,0,"r = rem(a,b)",accepted,
removeToolbarExplorationButtons,function,0,removeToolbarExplorationButtons(fig),accepted,
rendererinfo,function,0,info = rendererinfo(target),accepted,
reset,builtin,0,reset(h),unprobed,no sample for this form's arguments
reshape,builtin,0,"B = reshape(A,sz)",error,reshape must keep the element count: 3 element(s) do not fill 2x3.
reshape,builtin,1,"B = reshape(A,sz1,...,szN)",unprobed,no sample for this form's arguments
rethrow,builtin,0,rethrow(errorStruct),unprobed,no sample for this form's arguments
rgbplot,function,0,rgbplot(map),accepted,
ribbon,function,0,ribbon(Y),unprobed,no sample for this form's arguments
ribbon,function,1,"ribbon(X,Y)",unprobed,no sample for this form's arguments
ribbon,function,2,"ribbon(X,Y,width)",unprobed,no sample for this form's arguments
ribbon,function,3,"ribbon(axes_handle,...)",unprobed,no sample for this form's arguments
ribbon,function,4,h = ribbon(...),unprobed,no sample for this form's arguments
rlim,function,0,rlim(limits),error,"rlim expects a two-element [min, max] array."
rlim,function,1,rlim('auto'),accepted,
rlim,function,2,rlim('manual'),accepted,
rlim,function,3,rl = rlim,accepted,
rlim,function,4,m = rlim('mode'),error,"rlim expects 'auto' or 'manual', but got 'mode'."
rlim,function,5,"___ = rlim(pax,___)",error,"rlim expects a two-element [min, max] array."
rmappdata,builtin,0,"rmappdata(obj,name)",error,rmappdata: nothing is stored under 'a' on this object.
rmdir,builtin,0,rmdir folderName,accepted,
rmdir,builtin,1,rmdir folderName s,error,rmdir: Could not find a part of the path 'E:\Temp_Folder\Appdata\Local\Temp\jgraph-forms-_azljwtu\folderName'.
rmdir,builtin,2,status = rmdir(___),error,rmdir: Could not find a part of the path 'E:\Temp_Folder\Appdata\Local\Temp\jgraph-forms-_azljwtu\folderName'.
rmdir,builtin,3,"[status,msg] = rmdir(___)",error,rmdir: Could not find a part of the path 'E:\Temp_Folder\Appdata\Local\Temp\jgraph-forms-_azljwtu\folderName'.
rmdir,builtin,4,"[status,msg,msgID] = rmdir(___)",error,rmdir: Could not find a part of the path 'E:\Temp_Folder\Appdata\Local\Temp\jgraph-forms-_azljwtu\folderName'.
rose,function,0,rose(theta),unprobed,no sample for this form's arguments
rose,function,1,"rose(theta,x)",unprobed,no sample for this form's arguments
rose,function,2,"rose(theta,nbins)",unprobed,no sample for this form's arguments
rose,function,3,"rose(ax,...)",unprobed,no sample for this form's arguments
rose,function,4,h = rose(...),unprobed,no sample for this form's arguments
rose,function,5,"[tout,rout] = rose(...)",unprobed,no sample for this form's arguments
rotate,function,0,"rotate(h,direction,alpha)",unprobed,no sample for this form's arguments
rotate,function,1,"rotate(...,origin)",unprobed,no sample for this form's arguments
rotate3d,function,0,rotate3d on,accepted,
rotate3d,function,1,rotate3d off,accepted,
rotate3d,function,2,rotate3d,accepted,
rotate3d,function,3,"rotate3d(figure_handle,...)",unprobed,no sample for this form's arguments
rotate3d,function,4,"rotate3d(axes_handle,...)",unprobed,no sample for this form's arguments
rotate3d,function,5,h = rotate3d(figure_handle),unprobed,no sample for this form's arguments
round,builtin,0,Y = round(X),accepted,
round,builtin,1,"Y = round(X,N)",accepted,
round,builtin,2,"Y = round(X,N,type)",accepted,
round,builtin,3,Y = round(t),accepted,
round,builtin,4,"Y = round(t,unit)",error,"round expects argument 2 to be a number, but got a string."
rtickangle,function,0,rtickangle(angle),accepted,
rtickangle,function,1,"rtickangle(pax,angle)",accepted,
rtickangle,function,2,ang = rtickangle,accepted,
rtickangle,function,3,ang = rtickangle(pax),accepted,
rtickformat,function,0,rtickformat(fmt),accepted,
rtickformat,function,1,"rtickformat(pax,___)",accepted,
rtickformat,function,2,rfmt = rtickformat,accepted,
rtickformat,function,3,rfmt = rtickformat(pax),accepted,
rticklabels,function,0,rticklabels(labels),accepted,
rticklabels,function,1,rl = rticklabels,accepted,
rticklabels,function,2,rticklabels('auto'),accepted,
rticklabels,function,3,rticklabels('manual'),accepted,
rticklabels,function,4,m = rticklabels('mode'),error,"rticklabels: 'mode' is neither 'auto' nor 'manual'. Labels come in a cell, such as {'low', 'high'}."
rticklabels,function,5,"___ = rticklabels(pax,___)",accepted,
rticks,function,0,rticks(ticks),accepted,
rticks,function,1,rt = rticks,accepted,
rticks,function,2,rticks('auto'),accepted,
rticks,function,3,rticks('manual'),accepted,
rticks,function,4,m = rticks('mode'),error,"rticks: 'mode' is neither 'auto' nor 'manual'. Labels come in a cell, such as {'low', 'high'}."
rticks,function,5,"___ = rticks(pax,___)",accepted,
ruler2num,function,0,"num = ruler2num(data,ruler)",unprobed,no sample for this form's arguments
save,builtin,0,save(filename),error,save: there are no variables to save.
save,builtin,1,"save(filename,variables)",error,save: variable 'a' does not exist.
save,builtin,2,"save(filename,variables,fmt)",error,save: variable 'a' does not exist.
save,builtin,3,"save(filename,variables,version)",error,save: variable 'a' does not exist.
save,builtin,4,"save(filename,variables,version,'-nocompression')",error,save does not support the option '-nocompression'.
save,builtin,5,"save(filename,variables,'-append')",error,save: variable 'a' does not exist.
save,builtin,6,"save(filename,variables,'-append','-nocompression')",error,save does not support the option '-nocompression'.
save,builtin,7,save filename,error,save: there are no variables to save.
savefig,function,0,savefig(filename),accepted,
savefig,function,1,"savefig(H,filename)",accepted,
savefig,function,2,"savefig(H,filename,'compact')",accepted,
scatter,function,0,"scatter(x,y)",accepted,
scatter,function,1,"scatter(x,y,sz)",error,"scatter: SizeData needs one entry per point (1), but got 2."
scatter,function,2,"scatter(x,y,sz,c)",error,"scatter: SizeData needs one entry per point (1), but got 2."
scatter,function,3,"scatter(___,'filled')",accepted,
scatter,function,4,"scatter(___,mkr)",accepted,
scatter,function,5,"scatter(tbl,xvar,yvar)",accepted,
scatter,function,6,"scatter(tbl,xvar,yvar,'filled')",accepted,
scatter,function,7,"scatter(ax,___)",accepted,
scatter,function,8,"scatter(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
scatter,function,9,s = scatter(___),accepted,
scatter3,function,0,"scatter3(X,Y,Z)",accepted,
scatter3,function,1,"scatter3(X,Y,Z,S)",accepted,
scatter3,function,2,"scatter3(X,Y,Z,S,C)",accepted,
scatter3,function,3,"scatter3(___,'filled')",accepted,
scatter3,function,4,"scatter3(___,markertype)",error,"scatter3: sizes expects an array of numbers, but got a string."
scatter3,function,5,"scatter3(tbl,xvar,yvar,zvar)",accepted,
scatter3,function,6,"scatter3(tbl,xvar,yvar,zvar,'filled')",accepted,
scatter3,function,7,"scatter3(ax,___)",accepted,
scatter3,function,8,"scatter3(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
scatter3,function,9,h = scatter3(___),accepted,
scatterhistogram,function,0,"scatterhistogram(tbl,xvar,yvar)",accepted,
scatterhistogram,function,1,"scatterhistogram(tbl,xvar,yvar,'GroupVariable',grpvar)",accepted,
scatterhistogram,function,2,"scatterhistogram(xvalues,yvalues)",accepted,
scatterhistogram,function,3,"scatterhistogram(xvalues,yvalues,'GroupData',grpvalues)",accepted,
scatterhistogram,function,4,"scatterhistogram(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
scatterhistogram,function,5,"scatterhistogram(parent,___)",error,"scatterhistogram has no 'Var1' option. It knows GroupVariable, GroupData, NumBins, Color, HistogramDisplayStyle, ScatterPlotLocation, MarkerStyle, MarkerSize, MarkerAlpha, LineStyle, LineWidth, Title, XLabel, YLabel, XLimits, YLimits, LegendVisible."
scatterhistogram,function,6,s = scatterhistogram(___),accepted,
semilogx,builtin,0,"semilogx(X,Y)",accepted,
semilogx,builtin,1,"semilogx(X,Y,LineSpec)",accepted,
semilogx,builtin,2,"semilogx(X1,Y1,...,Xn,Yn)",unprobed,no sample for this form's arguments
semilogx,builtin,3,"semilogx(X1,Y1,LineSpec1,...,Xn,Yn,LineSpecn)",unprobed,no sample for this form's arguments
semilogx,builtin,4,semilogx(Y),accepted,
semilogx,builtin,5,"semilogx(Y,LineSpec)",accepted,
semilogx,builtin,6,"semilogx(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
semilogx,builtin,7,"semilogx(ax,___)",accepted,
semilogx,builtin,8,lineobj = semilogx(___),accepted,
semilogy,builtin,0,"semilogy(X,Y)",accepted,
semilogy,builtin,1,"semilogy(X,Y,LineSpec)",accepted,
semilogy,builtin,2,"semilogy(X1,Y1,...,Xn,Yn)",unprobed,no sample for this form's arguments
semilogy,builtin,3,"semilogy(X1,Y1,LineSpec1,...,Xn,Yn,LineSpecn)",unprobed,no sample for this form's arguments
semilogy,builtin,4,semilogy(Y),accepted,
semilogy,builtin,5,"semilogy(Y,LineSpec)",accepted,
semilogy,builtin,6,"semilogy(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
semilogy,builtin,7,"semilogy(ax,___)",accepted,
semilogy,builtin,8,lineobj = semilogy(___),accepted,
set,builtin,0,"set(H,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
set,builtin,1,"set(H,NameArray,ValueArray)",unprobed,no sample for this form's arguments
set,builtin,2,"set(H,S)",unprobed,no sample for this form's arguments
set,builtin,3,s = set(H),unprobed,no sample for this form's arguments
set,builtin,4,"values = set(H,Name)",unprobed,no sample for this form's arguments
setappdata,builtin,0,"setappdata(obj,name,val)",unprobed,no sample for this form's arguments
setenv,builtin,0,"setenv(name,value)",accepted,
setenv,builtin,1,setenv(name),accepted,
sgtitle,function,0,sgtitle(txt),accepted,
sgtitle,function,1,"sgtitle(target,txt)",accepted,
sgtitle,function,2,"sgtitle(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
sgtitle,function,3,sgt = sgtitle(___),accepted,
shading,function,0,shading flat,accepted,
shading,function,1,shading faceted,accepted,
shading,function,2,shading interp,accepted,
shading,function,3,"shading(axes_handle,...)",unprobed,no sample for this form's arguments
shg,function,0,shg,accepted,
shrinkfaces,function,0,"shrinkfaces(p,sf)",unprobed,no sample for this form's arguments
shrinkfaces,function,1,"nfv = shrinkfaces(p,sf)",unprobed,no sample for this form's arguments
shrinkfaces,function,2,"nfv = shrinkfaces(fv,sf)",unprobed,no sample for this form's arguments
shrinkfaces,function,3,shrinkfaces(p),unprobed,no sample for this form's arguments
shrinkfaces,function,4,"nfv = shrinkfaces(f,v,sf)",unprobed,no sample for this form's arguments
shrinkfaces,function,5,"[nf,nv] = shrinkfaces(...)",unprobed,no sample for this form's arguments
sign,builtin,0,sign(x),accepted,
sin,builtin,0,Y = sin(X),accepted,
sind,builtin,0,Y = sind(X),accepted,
sinh,builtin,0,Y = sinh(X),accepted,
size,builtin,0,sz = size(A),accepted,
size,builtin,1,"szdim = size(A,dim)",accepted,
size,builtin,2,"szdim = size(A,dim1,dim2,…,dimN)",unprobed,no sample for this form's arguments
size,builtin,3,"[sz1,...,szN] = size(___)",accepted,
slice,function,0,"slice(X,Y,Z,V,xslice,yslice,zslice)",accepted,
slice,function,1,"slice(V,xslice,yslice,zslice)",accepted,
slice,function,2,"slice(___,method)",accepted,
slice,function,3,"slice(ax,___)",accepted,
slice,function,4,s = slice(___),accepted,
smooth3,function,0,"ret = smooth3(data, filt, sz, arg)",unprobed,no sample for this form's arguments
sort,builtin,0,B = sort(A),accepted,
sort,builtin,1,"B = sort(A,dim)",accepted,
sort,builtin,2,"B = sort(___,direction)",accepted,
sort,builtin,3,"B = sort(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
sort,builtin,4,"[B,I] = sort(___)",accepted,
sparse,builtin,0,S = sparse(A),accepted,
sparse,builtin,1,"S = sparse(m,n)",unprobed,no sample for this form's arguments
sparse,builtin,2,"S = sparse(i,j,v)",unprobed,no sample for this form's arguments
sparse,builtin,3,"S = sparse(i,j,v,m,n)",unprobed,no sample for this form's arguments
sparse,builtin,4,"S = sparse(i,j,v,m,n,nz)",unprobed,no sample for this form's arguments
specular,function,0,"R = specular(Nx,Ny,Nz,S,V)",unprobed,no sample for this form's arguments
speye,builtin,0,S = speye,accepted,
speye,builtin,1,S = speye(n),accepted,
speye,builtin,2,"S = speye(n,m)",accepted,
speye,builtin,3,S = speye(sz),accepted,
sphere,function,0,"[X,Y,Z] = sphere",accepted,
sphere,function,1,"[X,Y,Z] = sphere(n)",accepted,
sphere,function,2,sphere(___),accepted,
sphere,function,3,"sphere(ax,___)",accepted,
spring,function,0,c = spring,accepted,
spring,function,1,c = spring(m),accepted,
sprintf,builtin,0,"str = sprintf(formatSpec,A1,...,An)",unprobed,no sample for this form's arguments
sprintf,builtin,1,"[str,errmsg] = sprintf(formatSpec,A1,...,An)",unprobed,no sample for this form's arguments
sprintf,builtin,2,str = sprintf(literalText),accepted,
sqrt,builtin,0,B = sqrt(X),accepted,
sscanf,builtin,0,"A = sscanf(str,formatSpec)",error,"sscanf expects argument 1 to be a string, but got a array."
sscanf,builtin,1,"A = sscanf(str,formatSpec,sizeA)",error,"sscanf expects argument 1 to be a string, but got a array."
sscanf,builtin,2,"[A,n] = sscanf(___)",error,"sscanf expects argument 1 to be a string, but got a array."
sscanf,builtin,3,"[A,n,errmsg] = sscanf(___)",error,"sscanf expects argument 1 to be a string, but got a array."
sscanf,builtin,4,"[A,n,errmsg,nextindex] = sscanf(___)",error,"sscanf expects argument 1 to be a string, but got a array."
stackedplot,function,0,stackedplot(tbl),accepted,
stackedplot,function,1,"stackedplot(tbl,vars)",error,"stackedplot: options come in 'Name', value pairs."
stackedplot,function,2,"stackedplot(___,'XVariable',xvar)",accepted,
stackedplot,function,3,"stackedplot(X,Y)",accepted,
stackedplot,function,4,stackedplot(Y),accepted,
stackedplot,function,5,"stackedplot(___,LineSpec)",error,"stackedplot: options come in 'Name', value pairs."
stackedplot,function,6,"stackedplot(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
stackedplot,function,7,"stackedplot(parent,___)",error,"stackedplot expects an array of numbers, but got a table."
stackedplot,function,8,s = stackedplot(___),accepted,
stairs,function,0,stairs(Y),accepted,
stairs,function,1,"stairs(X,Y)",accepted,
stairs,function,2,"stairs(___,LineSpec)",accepted,
stairs,function,3,"stairs(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
stairs,function,4,"stairs(ax,___)",accepted,
stairs,function,5,h = stairs(___),accepted,
stairs,function,6,"[xb,yb] = stairs(___)",accepted,
startsWith,builtin,0,"TF = startsWith(str,pat)",accepted,
startsWith,builtin,1,"TF = startsWith(str,pat,'IgnoreCase',true)",unprobed,no sample for this form's arguments
stem,function,0,stem(Y),accepted,
stem,function,1,"stem(X,Y)",accepted,
stem,function,2,"stem(___,'filled')",accepted,
stem,function,3,"stem(___,LineSpec)",accepted,
stem,function,4,"stem(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
stem,function,5,"stem(ax,___)",accepted,
stem,function,6,h = stem(___),accepted,
stem3,function,0,stem3(Z),accepted,
stem3,function,1,"stem3(X,Y,Z)",accepted,
stem3,function,2,"stem3(___,'filled')",accepted,
stem3,function,3,"stem3(___,LineSpec)",accepted,
stem3,function,4,"stem3(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
stem3,function,5,"stem3(ax,___)",accepted,
stem3,function,6,h = stem3(___),accepted,
str2func,builtin,0,fh = str2func(str),refused,str2func: 'a' is not a function.
strcmp,builtin,0,"tf = strcmp(s1,s2)",unprobed,no sample for this form's arguments
strcmpi,builtin,0,"tf = strcmpi(s1,s2)",unprobed,no sample for this form's arguments
stream2,function,0,"XY = stream2(x,y,u,v,startx,starty)",unprobed,no sample for this form's arguments
stream2,function,1,"XY = stream2(u,v,startx,starty)",unprobed,no sample for this form's arguments
stream2,function,2,"XY = stream2(...,options)",unprobed,no sample for this form's arguments
stream3,function,0,"XYZ = stream3(X,Y,Z,U,V,W,startx,starty,startz)",accepted,
stream3,function,1,"XYZ = stream3(U,V,W,startx,starty,startz)",error,"stream3: the grid does not match the volume — it wants 0 positions along x, but was given 27."
stream3,function,2,"XYZ = stream3(...,options)",unprobed,no sample for this form's arguments
streamline,function,0,"streamline(X,Y,Z,U,V,W,startx,starty,startz)",accepted,
streamline,function,1,"streamline(U,V,W,startx,starty,startz)",accepted,
streamline,function,2,"streamline(X,Y,U,V,startx,starty)",accepted,
streamline,function,3,"streamline(U,V,startx,starty)",accepted,
streamline,function,4,streamline(verts),accepted,
streamline,function,5,"streamline(___,options)",error,streamline: the tracing options are [stepsize] or [stepsize maxverts].
streamline,function,6,"streamline(ax,___)",accepted,
streamline,function,7,lineobj = streamline(___),accepted,
streamparticles,function,0,streamparticles(vertices),unprobed,no sample for this form's arguments
streamparticles,function,1,"streamparticles(vertices,n)",unprobed,no sample for this form's arguments
streamparticles,function,2,"streamparticles(...,'PropertyName',PropertyValue,...)",unprobed,no sample for this form's arguments
streamparticles,function,3,"streamparticles(ax,...)",unprobed,no sample for this form's arguments
streamparticles,function,4,"streamparticles(line_handle,...)",unprobed,no sample for this form's arguments
streamparticles,function,5,h = streamparticles(...),unprobed,no sample for this form's arguments
streamribbon,function,0,"streamribbon(X,Y,Z,U,V,W,startx,starty,startz)",accepted,
streamribbon,function,1,"streamribbon(U,V,W,startx,starty,startz)",error,"streamribbon: the grid does not match the volume — it wants 0 positions along x, but was given 27."
streamribbon,function,2,"streamribbon(vertices,X,Y,Z,cav,speed)",unprobed,no sample for this form's arguments
streamribbon,function,3,"streamribbon(vertices,cav,speed)",unprobed,no sample for this form's arguments
streamribbon,function,4,"streamribbon(vertices,twistangle)",unprobed,no sample for this form's arguments
streamribbon,function,5,"streamribbon(...,width)",unprobed,no sample for this form's arguments
streamribbon,function,6,"streamribbon(axes_handle,...)",unprobed,no sample for this form's arguments
streamribbon,function,7,h = streamribbon(...),unprobed,no sample for this form's arguments
streamslice,function,0,"streamslice(X,Y,Z,U,V,W,xslice,yslice,zslice)",error,"streamslice expects between 2 and 8 argument(s), but got 9."
streamslice,function,1,"streamslice(U,V,W,xslice,yslice,zslice)",error,"streamslice expects argument 4 to be a matrix (an array of row arrays), but got a number."
streamslice,function,2,"streamslice(X,Y,U,V)",accepted,
streamslice,function,3,"streamslice(U,V)",accepted,
streamslice,function,4,"streamslice(___,arrowsmode)",error,"streamslice expects between 2 and 8 argument(s), but got 10."
streamslice,function,5,"streamslice(___,density)",error,"streamslice expects between 2 and 8 argument(s), but got 10."
streamslice,function,6,"streamslice(___,method)",error,"streamslice expects between 2 and 8 argument(s), but got 10."
streamslice,function,7,"streamslice(ax,___)",error,"streamslice expects between 2 and 8 argument(s), but got 9."
streamslice,function,8,lineobj = streamslice(___),error,"streamslice expects between 2 and 8 argument(s), but got 9."
streamslice,function,9,"[verts,averts] = streamslice(___)",error,"streamslice expects between 2 and 8 argument(s), but got 9."
streamtube,function,0,"streamtube(X,Y,Z,U,V,W,startx,starty,startz)",accepted,
streamtube,function,1,"streamtube(U,V,W,startx,starty,startz)",error,"streamtube: the grid does not match the volume — it wants 0 positions along x, but was given 27."
streamtube,function,2,"streamtube(vertices,X,Y,Z,divergence)",unprobed,no sample for this form's arguments
streamtube,function,3,"streamtube(vertices,divergence)",unprobed,no sample for this form's arguments
streamtube,function,4,"streamtube(vertices,width)",unprobed,no sample for this form's arguments
streamtube,function,5,streamtube(vertices),unprobed,no sample for this form's arguments
streamtube,function,6,"streamtube(...,[scale n])",unprobed,no sample for this form's arguments
streamtube,function,7,"streamtube(ax,...)",unprobed,no sample for this form's arguments
streamtube,function,8,h = streamtube(...),unprobed,no sample for this form's arguments
strfind,builtin,0,"k = strfind(str,pat)",accepted,
strfind,builtin,1,"k = strfind(str,pat,'ForceCellOutput',cellOutput)",unprobed,no sample for this form's arguments
strings,builtin,0,str = strings,accepted,
strings,builtin,1,str = strings(n),accepted,
strings,builtin,2,"str = strings(sz1,...,szN)",unprobed,no sample for this form's arguments
strings,builtin,3,str = strings(sz),error,"strings expects argument 1 to be a number, but got a array."
strlength,builtin,0,L = strlength(str),accepted,
strncmp,builtin,0,"tf = strncmp(s1,s2,n)",unprobed,no sample for this form's arguments
strncmpi,builtin,0,"tf = strncmpi(s1,s2,n)",unprobed,no sample for this form's arguments
strrep,builtin,0,"newStr = strrep(str,old,new)",accepted,
strtrim,builtin,0,newStr = strtrim(str),error,"strtrim expects argument 1 to be a string, but got a array."
struct2cell,builtin,0,C = struct2cell(S),error,"struct2cell expects a struct, but got a array."
structfun,builtin,0,"A = structfun(func,S)",error,"structfun(f, s) applies a function handle to each field."
structfun,builtin,1,"A = structfun(func,S,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
structfun,builtin,2,"[A1,...,Am] = structfun(___)",error,"structfun(f, s) applies a function handle to each field."
subplot,function,0,"subplot(m,n,p)",accepted,
subplot,function,1,"subplot(m,n,p,'replace')",accepted,
subplot,function,2,"subplot(m,n,p,'align')",accepted,
subplot,function,3,"subplot(m,n,p,ax)",error,"subplot expects argument 4 to be a string, but got a number."
subplot,function,4,"subplot('Position',pos)",error,"subplot expects between 3 and 4 argument(s), but got 2."
subplot,function,5,"subplot(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
subplot,function,6,ax = subplot(___),accepted,
subplot,function,7,subplot(ax),error,"subplot expects between 3 and 4 argument(s), but got 1."
subtitle,function,0,subtitle(txt),accepted,
subtitle,function,1,"subtitle(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
subtitle,function,2,"subtitle(target,___)",accepted,
subtitle,function,3,t = subtitle(___),accepted,
subvolume,function,0,"[Nx,Ny,Nz,Nv] = subvolume(X,Y,Z,V,limits)",unprobed,no sample for this form's arguments
subvolume,function,1,"[Nx,Ny,Nz,Nv] = subvolume(V,limits)",unprobed,no sample for this form's arguments
subvolume,function,2,Nv = subvolume(...),unprobed,no sample for this form's arguments
sum,builtin,0,S = sum(A),accepted,
sum,builtin,1,"S = sum(A,'all')",accepted,
sum,builtin,2,"S = sum(A,dim)",accepted,
sum,builtin,3,"S = sum(A,vecdim)",accepted,
sum,builtin,4,"S = sum(___,outtype)",accepted,
sum,builtin,5,"S = sum(___,nanflag)",unprobed,no sample for this form's arguments
summer,function,0,c = summer,accepted,
summer,function,1,c = summer(m),accepted,
surf,function,0,"surf(X,Y,Z)",accepted,
surf,function,1,"surf(X,Y,Z,C)",accepted,
surf,function,2,surf(Z),accepted,
surf,function,3,"surf(Z,C)",accepted,
surf,function,4,"surf(ax,___)",accepted,
surf,function,5,"surf(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
surf,function,6,s = surf(___),accepted,
surf2patch,function,0,fvc = surf2patch(h),unprobed,no sample for this form's arguments
surf2patch,function,1,fvc = surf2patch(Z),unprobed,no sample for this form's arguments
surf2patch,function,2,"fvc = surf2patch(Z,C)",unprobed,no sample for this form's arguments
surf2patch,function,3,"fvc = surf2patch(X,Y,Z)",unprobed,no sample for this form's arguments
surf2patch,function,4,"fvc = surf2patch(X,Y,Z,C)",unprobed,no sample for this form's arguments
surf2patch,function,5,"fvc = surf2patch(...,'triangles')",unprobed,no sample for this form's arguments
surf2patch,function,6,"[f,v,c] = surf2patch(...)",unprobed,no sample for this form's arguments
surface,builtin,0,"surface(X,Y,Z)",accepted,
surface,builtin,1,"surface(X,Y,Z,C)",accepted,
surface,builtin,2,surface(Z),accepted,
surface,builtin,3,"surface(Z,C)",accepted,
surface,builtin,4,"surface(ax,___)",accepted,
surface,builtin,5,"surface(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
surface,builtin,6,s = surface(___),accepted,
surfc,function,0,"surfc(X,Y,Z)",accepted,
surfc,function,1,"surfc(X,Y,Z,C)",accepted,
surfc,function,2,surfc(Z),accepted,
surfc,function,3,"surfc(Z,C)",accepted,
surfc,function,4,"surfc(ax,___)",accepted,
surfc,function,5,"surfc(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
surfc,function,6,sc = surfc(___),accepted,
surfl,function,0,"surfl(X,Y,Z)",accepted,
surfl,function,1,surfl(Z),accepted,
surfl,function,2,"surfl(___,'light')",error,surfl: every property after the data needs a value.
surfl,function,3,"surfl(___,s)",error,"surfl expects 3 argument(s), but got 4."
surfl,function,4,"surfl(X,Y,Z,s,k)",error,"surfl expects 3 argument(s), but got 5."
surfl,function,5,"surfl(ax,___)",accepted,
surfl,function,6,s = surfl(___),accepted,
surfnorm,function,0,"surfnorm(X,Y,Z)",accepted,
surfnorm,function,1,surfnorm(Z),accepted,
surfnorm,function,2,"surfnorm(ax,___)",accepted,
surfnorm,function,3,"surfnorm(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
surfnorm,function,4,"[Nx,Ny,Nz] = surfnorm(___)",accepted,
swarmchart,function,0,"swarmchart(x,y)",accepted,
swarmchart,function,1,"swarmchart(x,y,sz)",error,"swarmchart: SizeData needs one entry per point (1), but got 2."
swarmchart,function,2,"swarmchart(x,y,sz,c)",error,"swarmchart: SizeData needs one entry per point (1), but got 2."
swarmchart,function,3,"swarmchart(___,mkr)",accepted,
swarmchart,function,4,"swarmchart(___,'filled')",accepted,
swarmchart,function,5,"swarmchart(tbl,xvar,yvar)",accepted,
swarmchart,function,6,"swarmchart(tbl,xvar,yvar,'filled')",accepted,
swarmchart,function,7,"swarmchart(ax,___)",accepted,
